review,Reviewer_Score,sentiment,review_length,clean_review
 The location is very good  The staff That is the most important thing in a hotel or at least in a luxury hotel I m still waiting for something I asked them They said they will call me back and I m still waiting,7.0,1,211,locat good staff import thing hotel least luxuri hotel still wait someth ask said call back still wait
 Love the staff the library No Negative,9.6,1,39,love staff librari neg
 Amazing detail  Photos didn t match the room that I had,6.7,0,56,amaz detail photo match room
 I enjoyed the whole experience it was a luxury experience  The room was luxurious and met my every need but it was just too small,9.6,1,130,enjoy whole experi luxuri experi room luxuri met everi need small
 Location  Staf,5.8,0,15,locat staf
 Great breakfast and very kind personnel Spacy rooms   Good be in a better maintenance ,8.8,1,87,great breakfast kind personnel spaci room good better mainten
 Everything was perfect  Small elevator only but not a big deal,9.6,1,63,everyth perfect small elev big deal
 Strategic location 10 min walk to L Arc de Triumph 40 min to Eiffel Tower Close to metro acces Champ DElisee Tasty varieties of foods for breakfast nice staff   Not so clean rooms we had aunts in the room not so clean bathroom very small space for bathroom separated from the shower and bathtub no ventilation very user furniture The so called free wifi is not working in the room only at the reception ,4.2,0,404,strateg locat min walk l arc de triumph min eiffel tower close metro acc champ delise tasti varieti food breakfast nice staff clean room aunt room clean bathroom small space bathroom separ shower bathtub ventil user furnitur call free wifi work room recept
 The staff were wonderfully friendly and helpful particularly the bar tender who gets 10 10 for being so nice and the reception staff   At breakfast the staff wouldn t let me move a small table so I could sit with my colleagues Fresh fruit salad would have been nice instead of tinned fruit ,10.0,1,291,staff wonder friendli help particularli bar tender get nice recept staff breakfast staff let move small tabl could sit colleagu fresh fruit salad would nice instead tin fruit
 Extra fluffy comfortable beds Staff very obliging and happy to give me a free room upgrade Spa is amazing complete with a pool sauna steam room and ice room for cooling down Great for beating that London chill   Noticed the cups in my bathroom had not been changed making me question how thoroughly the room had been cleaned ,9.6,1,326,extra fluffi comfort bed staff oblig happi give free room upgrad spa amaz complet pool sauna steam room ice room cool great beat london chill notic cup bathroom chang make question thoroughli room clean
 breakfast was perfect location was perfect  No Negative,9.5,1,56,breakfast perfect locat perfect neg
No Positive  Pricey for 2 people,9.6,1,32,posit pricey peopl
 The hotel is located in a relatively quiet neighborhood near Hyde Park An Underground station is nearby so you can reach any major London attraction fairly quickly The staff was very professional and friendly Our room was clean attractive and comfortable The complimentary continental breakfast was a very good way to start each day Overall we had a good experience and would recommend this hotel   The bed was a little uncomfortable for me but my wife liked it just fine ,9.2,1,473,hotel locat rel quiet neighborhood near hyde park underground station nearbi reach major london attract fairli quickli staff profession friendli room clean attract comfort complimentari continent breakfast good way start day overal good experi would recommend hotel bed littl uncomfort wife like fine
 easy to park quick to check in and breakfast was good   I did request a high level room with amazing views as I have stayed there before but the room was low level with lots of road noise and a very very large mechanical crain outside our window,9.6,1,246,easi park quick check breakfast good request high level room amaz view stay room low level lot road nois larg mechan crain outsid window
 the location  No Negative,10.0,1,26,locat neg
 Bathroom was amazing lovely shower and bed was really comfy No Negative,8.3,1,72,bathroom amaz love shower bed realli comfi neg
 Great location firm nice beds   The cleaning of the rooms was problematic We were away from the room until 16 00 and the room was not cleaned until then and after they would clean around 17 00 so if you were at the room at the time you would miss the cleaning service for a day If they did clean always forgot to add the paper and the amenities The Indian receptionist was not friendly at all at the limit of being rude ,6.7,0,421,great locat firm nice bed clean room problemat away room room clean would clean around room time would miss clean servic day clean alway forgot add paper amen indian receptionist friendli limit rude
